,name,ratings,dog_stage,retweet_count,favorite_count,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog
680889648562991104,Cheesy,9/10,Unknown dog stage,418,1945,Shetland_sheepdog,87.63,True,collie,7.83,True,Pomeranian,2.04,True
680913438424612864,Griswold,11/10,Unknown dog stage,705,2609,Pomeranian,61.57,True,golden_retriever,12.65,True,Chihuahua,8.72,True
680934982542561280,Sadie,10/10,Unknown dog stage,497,2285,Labrador_retriever,78.44,True,Siberian_husky,5.59,True,beagle,2.28,True
680940246314430465,Alice,4/10,Unknown dog stage,1225,3544,soft-coated_wheaten_terrier,28.96,True,West_Highland_white_terrier,15.72,True,toy_poodle,7.44,True
680959110691590145,Ozzie,9/10,Unknown dog stage,2243,4986,carousel,50.1,False,feather_boa,6.44,False,pug,4.44,True
680970795137544192,None,9/10,Unknown dog stage,749,2665,pug,71.31,True,whippet,5.74,True,quilt,5.6,False
681193455364796417,Aspen,11/10,Unknown dog stage,1691,4077,Pomeranian,99.26,True,keeshond,0.44,True,schipperke,0.08,True
681231109724700672,None,11/10,pupper,540,2629,Irish_setter,40.6,True,cocker_spaniel,34.56,True,Airedale,14.79,True
681242418453299201,Champ,10/10,Unknown dog stage,624,1645,motor_scooter,25.59,False,rifle,14.52,False,assault_rifle,9.7,False
681261549936340994,Panda,9/10,Unknown dog stage,308,1597,Tibetan_terrier,38.21,True,miniature_poodle,9.54,True,Maltese_dog,6.57,True
681281657291280384,Sarge,11/10,Unknown dog stage,1258,3520,Saint_Bernard,99.88,True,Pekinese,0.04,True,Great_Pyrenees,0.02,True
681297372102656000,actually,12/10,Unknown dog stage,1091,3490,Lhasa,48.24,True,Shih-Tzu,11.37,True,Pomeranian,9.62,True
681302363064414209,Chuck,3/10,Unknown dog stage,2072,4347,frilled_lizard,32.63,False,tailed_frog,10.45,False,axolotl,7.25,False
681320187870711809,Glacier,11/10,Unknown dog stage,863,2918,Samoyed,36.26,True,Eskimo_dog,24.54,True,Siberian_husky,10.82,True
681339448655802368,Asher,9/10,Unknown dog stage,4598,10202,seat_belt,53.24,False,Labrador_retriever,9.46,True,kuvasz,8.99,True
681523177663676416,Carly,12/10,Unknown dog stage,6620,15749,Norfolk_terrier,20.51,True,German_shepherd,16.04,True,chow,15.62,True
681579835668455424,Apollo,8/10,Unknown dog stage,1489,3893,Rottweiler,76.07,True,Labrador_retriever,9.66,True,Staffordshire_bullterrier,4.03,True
681610798867845120,None,12/10,Unknown dog stage,533,2100,toy_poodle,82.17,True,miniature_poodle,11.6,True,Yorkshire_terrier,1.48,True
681654059175129088,Toffee,12/10,pupper,1045,2903,Pomeranian,80.05,True,chow,14.69,True,Pekinese,3.76,True
681679526984871937,None,7/10,pupper,499,1923,birdhouse,47.24,False,teddy,14.21,False,pot,3.29,False
681694085539872773,Bo,11/10,pupper,4581,14010,toy_poodle,92.1,True,miniature_poodle,6.09,True,Maltese_dog,0.61,True
681891461017812993,Charlie,10/10,pupper,951,2706,Chihuahua,20.36,True,doormat,13.43,False,toy_terrier,8.45,True
681981167097122816,Jimothy,12/10,Unknown dog stage,1161,3043,Labrador_retriever,45.26,True,golden_retriever,40.34,True,beagle,6.95,True
682003177596559360,None,5/10,Unknown dog stage,1722,3464,triceratops,24.99,False,chimpanzee,6.09,False,mask,5.02,False
682032003584274432,Ulysses,11/10,Unknown dog stage,2294,7223,schipperke,99.8,True,groenendael,0.07,True,miniature_pinscher,0.02,True
682047327939461121,None,10/10,Unknown dog stage,1088,3525,teddy,36.41,False,doormat,11.92,False,toyshop,3.51,False
682059653698686977,Tess,11/10,Unknown dog stage,1915,5442,jigsaw_puzzle,99.59,False,Siamese_cat,0.08,False,pizza,0.04,False
682242692827447297,Samson,11/10,Unknown dog stage,1341,3566,snorkel,50.5,False,loggerhead,34.53,False,scuba_diver,7.48,False
682259524040966145,Jax,9/10,Unknown dog stage,1375,4578,Siberian_husky,43.97,True,Eskimo_dog,34.05,True,malamute,10.13,True
682303737705140231,Todo,9/10,Unknown dog stage,1135,3389,seat_belt,99.77,False,Lakeland_terrier,0.17,True,Airedale,0.02,True
682389078323662849,Brody,9/10,Unknown dog stage,518,1828,curly-coated_retriever,48.23,True,flat-coated_retriever,31.53,True,Great_Dane,6.22,True
682393905736888321,Kreg,11/10,Unknown dog stage,773,2441,vizsla,65.73,True,paddle,9.03,False,Rhodesian_ridgeback,4.82,True
682406705142087680,Patrick,7/10,pupper,2019,8319,wombat,70.93,False,koala,16.98,False,beaver,7.94,False
682429480204398592,None,8/10,Unknown dog stage,1320,3769,whippet,59.47,True,Italian_greyhound,31.41,True,Mexican_hairless,3.78,True
682638830361513985,None,12/10,Unknown dog stage,675,2266,English_springer,44.08,True,Cardigan,41.12,True,Border_collie,2.24,True
682662431982772225,Joey,11/10,Unknown dog stage,1207,3326,beagle,41.38,True,Cardigan,26.36,True,basset,16.76,True
682697186228989953,None,12/10,Unknown dog stage,397,1440,bald_eagle,9.72,False,torch,9.66,False,cliff,9.04,False
682750546109968385,Taco,9/10,Unknown dog stage,494,1674,English_setter,94.72,True,English_springer,3.11,True,Brittany_spaniel,0.55,True
682788441537560576,None,12/10,pupper,1258,2706,toyshop,37.56,False,orange,9.45,False,teddy,3.98,False
683030066213818368,Lulu,10/10,Unknown dog stage,832,2370,boxer,72.22,True,bull_mastiff,19.38,True,French_bulldog,5.52,True
683078886620553216,None,9/10,pupper,634,2176,koala,14.14,False,Eskimo_dog,9.4,True,wallaby,8.52,False
683098815881154561,None,12/10,Unknown dog stage,736,2361,golden_retriever,88.98,True,kuvasz,5.3,True,Labrador_retriever,3.79,True
683111407806746624,Larry,10/10,pupper,1034,3736,cocker_spaniel,90.14,True,soft-coated_wheaten_terrier,2.86,True,miniature_schnauzer,1.78,True
683142553609318400,Brandy,9/10,pupper,1173,3162,Leonberg,60.59,True,chow,18.35,True,German_shepherd,7.97,True
683357973142474752,None,10/10,Unknown dog stage,1059,3238,Pembroke,40.65,True,Cardigan,15.49,True,Siberian_husky,13.64,True
683391852557561860,Jack,11/10,Unknown dog stage,2702,8356,French_bulldog,99.28,True,Boston_bull,0.47,True,pug,0.14,True
683449695444799489,None,10/10,Unknown dog stage,1837,4290,Lakeland_terrier,30.35,True,soft-coated_wheaten_terrier,21.14,True,golden_retriever,17.07,True
683462770029932544,None,8/10,pupper,761,2676,Italian_greyhound,39.96,True,whippet,26.72,True,German_short-haired_pointer,8.13,True
683481228088049664,Banjo,11/10,pupper,1118,2878,keeshond,50.9,True,chow,44.2,True,German_shepherd,1.32,True
683498322573824003,Griffin,11/10,Unknown dog stage,1095,3469,Airedale,94.54,True,Irish_terrier,2.68,True,Lakeland_terrier,1.68,True
683742671509258241,Sebastian,11/10,Unknown dog stage,3781,7162,Pembroke,89.53,True,Cardigan,2.24,True,cocker_spaniel,1.7,True
683773439333797890,Buddy,9/10,Unknown dog stage,1533,3684,miniature_pinscher,7.29,True,Labrador_retriever,5.79,True,schipperke,5.33,True
683828599284170753,None,12/10,pupper,1195,3053,malamute,57.74,True,Siberian_husky,28.71,True,Eskimo_dog,11.76,True
683834909291606017,None,9/10,pupper,1265,2880,Maltese_dog,73.84,True,toy_poodle,10.3,True,Samoyed,2.32,True
683849932751646720,Jiminy,5/10,Unknown dog stage,1116,2896,hog,45.89,False,Mexican_hairless,16.49,True,wild_boar,11.17,False
683852578183077888,Tiger,10/10,Unknown dog stage,397,2111,toy_poodle,55.14,True,teddy,18.07,False,miniature_poodle,16.41,True
683857920510050305,Sadie,10/10,Unknown dog stage,1262,4163,bluetick,17.47,True,Shetland_sheepdog,12.61,True,beagle,12.29,True
684097758874210310,Lupe,10/10,Unknown dog stage,1621,4515,Labrador_retriever,62.79,True,German_short-haired_pointer,17.37,True,Chesapeake_Bay_retriever,4.13,True
684122891630342144,None,11/10,Unknown dog stage,539,2176,cheetah,82.22,False,Arabian_camel,4.7,False,jaguar,2.58,False
684177701129875456,Kulet,10/10,Unknown dog stage,764,2215,chow,33.48,True,German_shepherd,16.26,True,golden_retriever,13.86,True
684188786104872960,None,10/10,Unknown dog stage,1343,3831,kelpie,53.78,True,American_Staffordshire_terrier,8.3,True,Staffordshire_bullterrier,6.98,True
684195085588783105,Tino,9/10,Unknown dog stage,595,2108,Chihuahua,37.94,True,toy_terrier,12.18,True,Boston_bull,9.6,True
684200372118904832,None,6/10,Unknown dog stage,1177,2394,llama,68.13,False,ram,12.01,False,hog,4.37,False
684241637099323392,Obi,12/10,Unknown dog stage,3727,8999,Pembroke,50.85,True,black-footed_ferret,11.55,False,weasel,5.13,False
684460069371654144,Jeph,10/10,Unknown dog stage,628,2169,Labrador_retriever,67.37,True,Chesapeake_Bay_retriever,19.49,True,American_Staffordshire_terrier,5.95,True
684481074559381504,Pippa,10/10,Unknown dog stage,1320,4249,Chihuahua,93.78,True,Pomeranian,2.03,True,polecat,1.74,False
684567543613382656,Bobby,4/10,Unknown dog stage,1418,3312,minibus,40.19,False,llama,22.91,False,seat_belt,20.94,False
684594889858887680,None,10/10,Unknown dog stage,4016,9843,Weimaraner,94.87,True,English_setter,3.54,True,Brittany_spaniel,0.39,True
684800227459624960,Theodore,11/10,Unknown dog stage,1124,2979,miniature_schnauzer,29.45,True,Norfolk_terrier,16.19,True,West_Highland_white_terrier,12.1,True
684880619965411328,None,5/10,pupper,936,2305,clog,8.11,False,spindle,6.7,False,agama,6.09,False
684902183876321280,Perry,11/10,Unknown dog stage,605,2053,Pembroke,70.8,True,Cardigan,29.14,True,dingo,0.02,False
684914660081053696,None,12/10,Unknown dog stage,1662,3848,shopping_cart,46.1,False,chow,26.13,True,Labrador_retriever,7.42,True
684926975086034944,Bruiser,11/10,Unknown dog stage,552,3849,Labrador_retriever,76.94,True,golden_retriever,14.49,True,lion,2.14,False
684940049151070208,Oreo,12/10,Unknown dog stage,1191,3523,Border_collie,66.56,True,collie,17.68,True,Old_English_sheepdog,6.52,True
684959798585110529,Jerry,5/10,Unknown dog stage,3487,7004,llama,37.96,False,triceratops,16.28,False,hog,8.43,False
685169283572338688,Gerbald,11/10,pupper,1620,4489,Bernese_mountain_dog,97.51,True,Appenzeller,1.46,True,EntleBucher,0.59,True
685198997565345792,Alfie,11/10,Unknown dog stage,764,2566,dishwasher,88.88,False,stove,1.34,False,Old_English_sheepdog,0.97,True
685268753634967552,Hubertson,10/10,pupper,1371,3419,pug,99.9,True,Norwegian_elkhound,0.05,True,bull_mastiff,0.02,True
685307451701334016,Petrick,11/10,floofer,496,2262,Pomeranian,96.32,True,Shetland_sheepdog,1.95,True,keeshond,0.86,True
685315239903100929,None,11/10,Unknown dog stage,1234,3676,chow,47.02,True,Pomeranian,15.97,True,Eskimo_dog,10.51,True
685321586178670592,Rocky,10/10,Unknown dog stage,735,2910,Boston_bull,97.25,True,French_bulldog,2.55,True,boxer,0.05,True
685325112850124800,None,10/10,Unknown dog stage,4535,10471,golden_retriever,58.69,True,Labrador_retriever,39.83,True,kuvasz,0.54,True
685532292383666176,None,9/10,Unknown dog stage,1298,3336,white_wolf,31.85,False,dingo,21.54,False,collie,9.58,True
685547936038666240,None,14/10,pupper,17465,35052,web_site,92.4,False,oscilloscope,0.97,False,hand-held_computer,0.88,False
685641971164143616,Otis,7/10,pupper,885,3218,Lakeland_terrier,25.38,True,Airedale,21.33,True,three-toed_sloth,8.38,False
685663452032069632,Brooks,12/10,Unknown dog stage,1656,3557,Chesapeake_Bay_retriever,17.12,True,tennis_ball,9.06,False,racket,4.85,False
685667379192414208,Marty,9/10,pupper,666,2579,sliding_door,34.45,False,doormat,19.0,False,washbasin,4.63,False
685906723014619143,Olive,9/10,Unknown dog stage,3303,8277,Yorkshire_terrier,41.5,True,briard,6.35,True,Pekinese,5.37,True
685943807276412928,the,8/10,pupper,696,1801,papillon,20.08,True,toy_terrier,11.45,True,Cardigan,9.45,True
685973236358713344,Lorelei,11/10,Unknown dog stage,611,2326,Siberian_husky,45.07,True,Eskimo_dog,43.03,True,malamute,11.86,True
686003207160610816,Hammond,3/10,Unknown dog stage,735,2009,damselfly,19.08,False,common_newt,9.81,False,whiptail,8.9,False
686007916130873345,None,11/10,pupper,472,2704,Rhodesian_ridgeback,88.53,True,redbone,4.23,True,seat_belt,1.05,False
686034024800862208,None,12/10,Unknown dog stage,1324,3424,Great_Dane,23.69,True,Irish_wolfhound,11.76,True,Greater_Swiss_Mountain_dog,10.39,True
686050296934563840,Flávio,11/10,Unknown dog stage,836,2420,Pomeranian,98.58,True,keeshond,0.41,True,Pekinese,0.33,True
686358356425093120,None,10/10,Unknown dog stage,776,2398,pug,98.52,True,bull_mastiff,0.88,True,boxer,0.23,True
686377065986265092,Birf,10/10,pupper,637,2433,German_shepherd,83.08,True,Leonberg,7.63,True,bloodhound,3.74,True
686386521809772549,Crimson,11/10,Unknown dog stage,996,3553,Yorkshire_terrier,47.77,True,silky_terrier,17.17,True,Australian_terrier,8.83,True
686606069955735556,Horace,10/10,Unknown dog stage,607,2071,Labrador_retriever,32.0,True,Ibizan_hound,20.82,True,Saluki,7.9,True
686618349602762752,Olivia,11/10,pupper,1544,4042,Rottweiler,44.13,True,miniature_pinscher,23.32,True,Gordon_setter,9.36,True
686683045143953408,Mona,11/10,pupper,912,3072,Norwich_terrier,10.05,True,cocker_spaniel,8.07,True,golden_retriever,7.94,True
686730991906516992,None,12/10,Unknown dog stage,1350,4543,Tibetan_mastiff,33.88,True,Newfoundland,18.09,True,golden_retriever,18.0,True
686749460672679938,None,8/10,Unknown dog stage,1666,3812,cheeseburger,64.38,False,hotdog,20.14,False,bagel,6.39,False
686947101016735744,Jackson,11/10,Unknown dog stage,3582,9433,refrigerator,79.98,False,medicine_chest,18.25,False,ice_bear,0.14,False
687096057537363968,None,11/10,pupper,695,2449,Labrador_retriever,41.71,True,Chesapeake_Bay_retriever,34.17,True,German_short-haired_pointer,17.77,True
687102708889812993,None,5/10,Unknown dog stage,1124,2571,fiddler_crab,99.21,False,quail,0.25,False,rock_crab,0.15,False
687109925361856513,Baxter,11/10,Unknown dog stage,2803,6370,borzoi,88.31,True,whippet,2.29,True,Saluki,2.16,True
687124485711986689,Samson,11/10,Unknown dog stage,577,2371,car_mirror,99.71,False,seat_belt,0.04,False,beagle,0.02,True
687127927494963200,Gordon,9/10,Unknown dog stage,2591,6004,pug,17.82,True,Chihuahua,14.92,True,Shih-Tzu,12.05,True
687312378585812992,None,7/10,pupper,2146,4777,seat_belt,70.36,False,Great_Dane,13.99,True,Weimaraner,2.11,True
687317306314240000,Tyrone,11/10,Unknown dog stage,10411,22073,Shih-Tzu,74.72,True,Maltese_dog,9.1,True,Lhasa,3.58,True
687460506001633280,Kramer,10/10,Unknown dog stage,614,2243,Boston_bull,22.34,True,boxer,18.36,True,French_bulldog,17.69,True
687476254459715584,Curtis,11/10,pupper,619,2187,wood_rabbit,70.27,False,Angora,19.07,False,hare,10.51,False
687480748861947905,None,12/10,Unknown dog stage,281,1760,English_springer,47.23,True,English_setter,16.69,True,Brittany_spaniel,16.34,True
687494652870668288,Marq,7/10,Unknown dog stage,654,2104,Rottweiler,39.15,True,miniature_pinscher,27.36,True,Tibetan_mastiff,4.17,True
687664829264453632,Opal,11/10,Unknown dog stage,576,2121,pug,95.74,True,French_bulldog,3.86,True,toy_poodle,0.07,True
687704180304273409,Blakely,9/10,pupper,950,2660,miniature_pinscher,95.61,True,toy_terrier,1.22,True,Chihuahua,0.54,True
687807801670897665,Trooper,11/10,Unknown dog stage,801,2625,Staffordshire_bullterrier,15.11,True,boxer,13.57,True,American_Staffordshire_terrier,8.66,True
687818504314159109,None,12/10,pupper,1080,2758,Lakeland_terrier,87.3,True,soft-coated_wheaten_terrier,6.09,True,toy_poodle,1.7,True
687826841265172480,Louis,12/10,Unknown dog stage,1292,2989,Pomeranian,99.72,True,Pekinese,0.08,True,keeshond,0.04,True
688064179421470721,Kilo,11/10,Unknown dog stage,408,1878,Eskimo_dog,24.06,True,Norwegian_elkhound,18.04,True,Siberian_husky,9.07,True
688116655151435777,None,10/10,Unknown dog stage,888,3093,pug,97.38,True,Chihuahua,1.09,True,Staffordshire_bullterrier,0.69,True
688179443353796608,Lizzie,10/10,pupper,669,2328,sorrel,81.15,False,horse_cart,2.48,False,Arabian_camel,1.52,False
688211956440801280,Derby,13/10,Unknown dog stage,937,2426,bannister,36.94,False,four-poster,10.53,False,shoji,9.88,False
688385280030670848,Louis,12/10,Unknown dog stage,5035,10180,golden_retriever,90.04,True,cocker_spaniel,2.23,True,sombrero,1.5,False
688519176466644993,None,12/10,pupper,825,2520,Pembroke,69.64,True,Cardigan,12.11,True,Shetland_sheepdog,5.06,True
688547210804498433,Frönq,9/10,Unknown dog stage,789,2862,papillon,53.13,True,Blenheim_spaniel,21.42,True,Border_collie,5.38,True
688789766343622656,Pubert,8/10,Unknown dog stage,759,2434,American_Staffordshire_terrier,59.97,True,Staffordshire_bullterrier,38.1,True,bull_mastiff,0.39,True
688804835492233216,None,12/10,Unknown dog stage,227,1043,malinois,19.95,True,German_shepherd,9.68,True,Saluki,8.28,True
688828561667567616,Brad,9/10,Unknown dog stage,420,1508,Cardigan,61.42,True,skunk,13.94,False,toilet_tissue,3.12,False
688894073864884227,Hamrick,7/10,pupper,792,2462,hog,67.0,False,guinea_pig,7.73,False,hamster,6.24,False
688898160958271489,None,10/10,Unknown dog stage,890,2307,Ibizan_hound,85.32,True,Chihuahua,3.99,True,Italian_greyhound,3.52,True
688908934925697024,Clarence,8/10,Unknown dog stage,874,2310,crane,15.89,False,pier,13.0,False,bell_cote,8.77,False
688916208532455424,None,11/10,pupper,983,3003,Pembroke,43.05,True,red_fox,20.66,False,Pomeranian,15.44,True
689143371370250240,Trip,10/10,pupper,579,2232,English_springer,30.38,True,papillon,16.51,True,Welsh_springer_spaniel,14.91,True
689154315265683456,None,9/10,Unknown dog stage,1128,3348,cocker_spaniel,81.6,True,golden_retriever,5.41,True,Airedale,3.06,True
689275259254616065,Lucky,10/10,Unknown dog stage,285,1273,American_Staffordshire_terrier,21.52,True,Chesapeake_Bay_retriever,7.91,True,Doberman,7.02,True
689280876073582592,Herald,10/10,Unknown dog stage,819,2197,Chihuahua,63.75,True,American_Staffordshire_terrier,15.07,True,Staffordshire_bullterrier,10.4,True
689283819090870273,Chipson,9/10,Unknown dog stage,1250,3624,Scotch_terrier,26.8,True,affenpinscher,19.96,True,cairn,12.75,True
689289219123089408,None,13/10,Unknown dog stage,1056,2476,snowmobile,25.46,False,assault_rifle,12.96,False,rifle,11.09,False
689517482558820352,Carl,12/10,Unknown dog stage,1609,3735,Pembroke,79.93,True,Cardigan,18.95,True,papillon,0.34,True
689557536375177216,None,12/10,Unknown dog stage,519,2257,Eskimo_dog,16.95,True,Siberian_husky,16.17,True,dingo,15.44,False
689599056876867584,None,11/10,Unknown dog stage,6265,12795,dogsled,42.65,False,cocker_spaniel,7.31,True,Chihuahua,7.03,True
689623661272240129,Lucy,10/10,pupper,748,2467,toy_poodle,27.96,True,mashed_potato,20.86,False,Labrador_retriever,7.75,True
689659372465688576,Ricky,8/10,Unknown dog stage,4412,11394,bustard,22.52,False,koala,5.76,False,goose,5.36,False
689661964914655233,Luca,12/10,Unknown dog stage,1052,3501,Italian_greyhound,32.28,True,whippet,24.7,True,Chihuahua,12.25,True
689835978131935233,Fynn,11/10,Unknown dog stage,850,2369,collie,60.02,True,Shetland_sheepdog,29.89,True,borzoi,2.26,True
689877686181715968,Durg,9/10,Unknown dog stage,1344,3323,Old_English_sheepdog,26.92,True,Tibetan_terrier,11.15,True,Lakeland_terrier,10.49,True
689905486972461056,Gizmo,11/10,pupper,787,2651,Pomeranian,94.33,True,Shetland_sheepdog,2.37,True,chow,0.72,True
689977555533848577,None,12/10,Unknown dog stage,502,1490,cowboy_hat,29.11,False,Labrador_retriever,17.96,True,sombrero,12.15,False
689999384604450816,Covach,10/10,Unknown dog stage,424,1561,standard_poodle,44.45,True,English_springer,12.98,True,pug,7.38,True
690005060500217858,None,10/10,Unknown dog stage,1907,4004,Samoyed,27.03,True,Great_Pyrenees,11.4,True,teddy,7.25,False
